1,a
2,r
3,i
4,s
5,t
6,d
7,e
8,m
9,n
10,u
11,l
12,c
13,p
14,g
15,x
16,k
17,z
18,s
19,b
20,v
21,w
22,j
23,q
24,y
25,o
26,f
27,h
28,?
29,.
30,\
31,@
32,%
33,=
34,*
35,+
36,(
37,{
38,[
39,é
40,à
41,&
42,'
43,_
44,1
45,3
46,5
47,7
48,9
64,A
65,R
66,I
67,S
68,T
69,D
70,E
71,M
72,N
73,U
74,L
75,C
76,P
77,G
78,X
79,K
80,Z
81,S
82,B
83,V
84,W
85,J
86,Q
87,Y
88,O
89,F
90,H
91,2
92,4
93,6
94,8
95,:
96,;
